prompt_id,layer,head,cv,kl,entropy,p_max
code,13,23,1.494997,3.0301239,0.880604,0.766127
code,14,0,0.888452,3.3118067,1.298057,0.531638
code,14,1,0.504887,0.3496025,0.137487,0.974248
code,14,2,0.616788,0.5417938,0.186271,0.961911
code,14,3,0.843326,2.9283543,1.463269,0.475427
code,14,4,0.872569,3.1699777,1.477668,0.442353
code,14,5,0.688501,3.5355954,1.628193,0.401004
code,14,6,0.885648,3.0282307,1.44276,0.49098
code,14,7,0.903324,4.8725753,1.606441,0.499115
code,14,8,0.867448,4.0294008,1.580897,0.462617
code,14,9,1.413938,1.6725724,0.707985,0.815255
code,14,10,1.43996,2.4573979,0.909656,0.757365
code,14,11,1.288272,2.538393,1.066402,0.663353
code,14,12,1.470863,1.9009144,0.717278,0.825846
code,14,13,1.668106,2.7427118,0.882081,0.793075
code,14,14,1.596092,1.8297448,0.626292,0.869541
code,14,15,1.05633,2.7603281,1.413079,0.548789
code,14,16,1.064334,3.6504536,1.356253,0.571165
code,14,17,0.888225,2.6097107,1.386884,0.511755
code,14,18,1.016985,3.5468893,1.434157,0.470759
code,14,19,0.963593,3.150743,1.4332,0.511402
code,14,20,0.933282,4.9082069,1.518294,0.514049
code,14,21,1.18206,2.7390208,0.90962,0.745358
code,14,22,0.670139,0.9249399,0.313913,0.916597
code,14,23,1.180275,2.0154862,0.932996,0.707168
code,15,0,1.324239,1.4953017,0.50194,0.8935
code,15,1,1.509681,2.3642397,0.846845,0.782155
code,15,2,1.402913,1.8925154,0.633945,0.850891
code,15,3,1.02525,2.071367,1.132753,0.601135
code,15,4,1.194228,1.7578273,1.041061,0.672907
code,15,5,0.902619,2.7957692,1.445827,0.5088
code,15,6,1.395306,2.546659,0.973578,0.747289
code,15,7,1.334875,1.7303634,0.737721,0.79852
code,15,8,1.391847,2.1529377,0.950961,0.739082
code,15,9,1.052483,3.291491,1.399641,0.552482
code,15,10,1.134009,3.742691,1.458902,0.552611
code,15,11,1.380133,4.0709753,1.29952,0.633672
code,15,12,1.328411,1.5299802,0.536404,0.884873
code,15,13,1.191202,1.4346318,0.508369,0.884818
code,15,14,1.080776,2.7667122,1.046676,0.670282
code,15,15,1.189322,2.2878263,0.984734,0.68617
code,15,16,1.155283,3.0391364,1.167101,0.635616
code,15,17,1.229497,2.9464591,1.242787,0.631672
code,15,18,1.287341,2.8956101,0.992095,0.705985
code,15,19,1.399859,2.4087234,0.767919,0.809716
code,15,20,1.531206,2.9903564,0.976795,0.754352
code,15,21,1.158567,2.9689367,1.192968,0.617077
code,15,22,1.172984,2.2828407,0.976749,0.699637
code,15,23,1.282804,3.1597252,1.143779,0.67674
code,16,0,1.274938,1.2025669,0.418735,0.916755
code,16,1,1.415093,2.9431605,1.129256,0.688843
code,16,2,1.151035,0.8814187,0.3627,0.928892
code,16,3,1.000898,0.7975344,0.295476,0.943898
code,16,4,1.102343,1.0830039,0.627619,0.821439
code,16,5,1.346289,1.2196112,0.440764,0.913076
code,16,6,1.144108,2.4252388,1.100748,0.634025
code,16,7,1.153153,3.4383576,1.21829,0.609985
code,16,8,1.607101,2.5086033,0.976981,0.76012
code,16,9,0.774061,0.5116374,0.212146,0.959398
code,16,10,0.928885,0.820271,0.294762,0.940325
code,16,11,1.132213,3.2134113,1.390373,0.568057
code,16,12,1.41731,2.017072,0.645683,0.849793
code,16,13,1.312407,1.2337121,0.434704,0.914118
code,16,14,1.53282,2.1429985,0.779835,0.817449
code,16,15,1.475699,2.4187138,0.920196,0.771009
code,16,16,1.289538,3.903409,1.192206,0.675765
code,16,17,1.124232,3.8267999,1.278505,0.612614
code,16,18,1.344659,2.3334994,1.101072,0.682775
code,16,19,1.290706,1.7460971,0.986938,0.70067
code,16,20,1.571349,2.2881634,0.84973,0.788953
code,16,21,1.402633,2.4546871,1.023774,0.716501
code,16,22,1.203034,2.016732,0.837236,0.752969
code,16,23,1.436685,1.7703972,0.667565,0.84505
code,17,0,1.379511,1.8616147,0.778039,0.799241
code,17,1,1.421168,2.9361854,0.947921,0.758895
code,17,2,1.311416,2.4150915,1.040941,0.70256
code,17,3,1.054423,2.020442,0.603657,0.833963
code,17,4,1.182419,1.2850604,0.443476,0.905359
code,17,5,1.130913,1.3552252,0.773335,0.772069
code,17,6,1.115601,2.9331222,1.187708,0.609185
code,17,7,1.131752,1.8092308,0.733372,0.779064
code,17,8,1.21672,2.2395949,1.124802,0.631276
code,17,9,0.938927,0.8837893,0.398357,0.893944
code,17,10,1.38845,1.5439527,0.570552,0.876994
code,17,11,0.871886,0.8673794,0.27712,0.944408
code,17,12,1.549975,2.1768277,0.76798,0.822183
code,17,13,0.644149,0.372577,0.143603,0.977333
code,17,14,1.342035,1.2553327,0.466471,0.898314
code,17,15,1.237526,3.3758626,1.249599,0.647398
code,17,16,1.160883,0.9918297,0.378243,0.923673
code,17,17,1.209236,3.7262509,1.313391,0.607216
code,17,18,1.379144,1.2796006,0.488502,0.89937
code,17,19,1.0768,0.9020342,0.431938,0.894966
code,17,20,0.820482,0.655115,0.635563,0.738087
code,17,21,1.275097,1.9301336,0.775007,0.771289
code,17,22,1.477529,1.8805885,0.601184,0.867599
code,17,23,1.13354,1.2617182,0.463978,0.895116
code,18,0,1.33724,2.2622509,0.861403,0.75176
code,18,1,1.310147,1.614262,0.512124,0.886463
code,18,2,1.12706,1.1243622,0.351751,0.931286
code,18,3,0.965479,0.9626631,0.679713,0.753569
code,18,4,0.994509,1.2426108,0.672831,0.7695
code,18,5,1.008096,1.0675917,0.371425,0.918318
code,18,6,1.216932,1.4282367,0.76309,0.774447
code,18,7,1.424488,2.4804826,0.80881,0.782359
code,18,8,1.482555,2.4157391,0.831803,0.781219
code,18,9,1.398185,3.3274164,1.213746,0.679606
code,18,10,1.229185,2.1751156,0.823581,0.771142
code,18,11,1.314667,2.4119959,0.920635,0.741794
code,18,12,1.203708,1.7343578,0.541942,0.878057
code,18,13,1.23482,1.1065794,0.40562,0.917589
code,18,14,1.254225,1.3131284,0.460089,0.899564
code,18,15,0.702526,0.6034473,0.192072,0.964214
code,18,16,1.246275,1.8701047,0.805927,0.781954
code,18,17,1.261394,2.3861475,0.825088,0.762879
code,18,18,0.867915,0.8314019,0.258931,0.950684
code,18,19,1.236762,1.7730306,0.64836,0.82972
code,18,20,1.41661,2.1710453,0.947857,0.74608
code,18,21,1.130565,1.9982831,0.681385,0.79643
code,18,22,0.94281,0.7059122,0.250636,0.955942
code,18,23,1.385037,1.861999,0.730309,0.807763
code,19,0,1.407282,1.6554325,0.703816,0.828744
code,19,1,0.921349,2.3914633,1.165855,0.547912
code,19,2,1.188787,2.4603672,1.061436,0.661547
code,19,3,0.974111,1.2164857,0.636408,0.811079
code,19,4,1.102834,1.9428535,0.792754,0.761435
code,19,5,0.977873,1.5244718,0.748182,0.750888
code,19,6,0.995752,1.6481452,0.765549,0.747164
code,19,7,0.818298,1.250246,1.109154,0.553657
code,19,8,1.379782,2.7525928,0.891709,0.75671
code,19,9,1.473316,2.0844071,0.900019,0.755455
code,19,10,0.954744,0.8693132,0.268785,0.949704
code,19,11,1.153956,1.0076962,0.381668,0.921241
code,19,12,1.217276,2.9454246,1.083462,0.660968
code,19,13,1.399686,1.3318331,0.481954,0.901418
code,19,14,0.958798,3.0655875,1.459143,0.543545
code,19,15,1.199818,1.3701967,0.48067,0.893291
code,19,16,1.018654,0.9485263,0.521352,0.844349
code,19,17,1.392253,1.8931495,0.624239,0.845994
code,19,18,1.448322,1.7528454,0.599267,0.866186
code,19,19,1.382849,1.6807604,0.637198,0.848227
code,19,20,1.413617,1.5122981,0.539082,0.881608
code,19,21,0.971322,0.941981,0.31254,0.936367
code,19,22,0.979991,0.703614,0.282707,0.94811
code,19,23,1.157645,1.27897,0.582345,0.832292
code,20,0,1.329959,1.2112794,0.436803,0.915267
code,20,1,1.324669,1.2064283,0.42714,0.91748
code,20,2,1.048302,0.9722413,0.303745,0.941282
code,20,3,0.995669,0.7383033,0.257727,0.955988
code,20,4,0.854278,0.5852052,0.217998,0.962552
code,20,5,1.346785,1.385432,0.46826,0.906105
code,20,6,0.908191,0.6688061,0.229398,0.959607
code,20,7,1.377737,1.5463963,0.545719,0.878533
code,20,8,1.209112,1.4078032,0.492769,0.891255
code,20,9,1.185451,1.0007377,0.406199,0.917689
code,20,10,1.114745,0.9545674,0.385323,0.920532
code,20,11,1.191583,1.5679777,0.582615,0.849508
code,20,12,0.936465,1.0354761,0.527842,0.837739
code,20,13,1.010812,0.7568048,0.282393,0.9483
code,20,14,0.993909,0.8737259,0.28247,0.948117
code,20,15,1.186078,1.2600113,0.444474,0.901696
code,20,16,1.185995,1.0943837,0.446978,0.89976
code,20,17,1.116048,1.0338709,0.354561,0.931046
code,20,18,1.518201,1.6206037,0.54064,0.891799
code,20,19,1.335673,1.3756423,0.551794,0.871387
code,20,20,1.50146,1.6675305,0.615386,0.866687
code,20,21,0.965554,0.9148296,0.568389,0.829577
code,20,22,0.957918,1.2770703,0.5747,0.826164
code,20,23,0.891214,0.973294,0.535705,0.838684
code,21,0,1.201393,1.0537033,0.364906,0.931149
code,21,1,1.260902,1.2991052,0.487128,0.892895
code,21,2,1.462034,1.3806207,0.531874,0.889343
code,21,3,0.831559,0.6505848,0.230646,0.95701
code,21,4,0.589066,0.4478208,0.163601,0.968022
code,21,5,0.849008,0.8061315,0.301204,0.937228
code,21,6,1.028423,1.0721151,0.421761,0.894554
code,21,7,0.968067,0.9375672,0.328998,0.930663
code,21,8,0.938688,0.7070053,0.282264,0.945413
code,21,9,1.134302,2.3753142,1.188952,0.611697
code,21,10,1.190922,2.6122308,1.083967,0.649612
code,21,11,1.089441,2.2628922,1.005802,0.670421
code,21,12,0.899418,0.7025433,0.24558,0.956149
code,21,13,0.90832,0.6263241,0.256788,0.95277
code,21,14,1.326101,1.5249627,0.517565,0.891652
code,21,15,1.028159,1.0623994,0.330541,0.93489
code,21,16,1.08203,0.8864753,0.399951,0.909508
code,21,17,0.7866,0.5858511,0.247556,0.945437
code,21,18,1.026219,1.4939767,0.587299,0.813351
code,21,19,0.994652,1.1662285,0.369825,0.915202
code,21,20,1.110356,1.5537982,0.613449,0.820989
code,21,21,1.071675,2.1174312,0.994913,0.659266
code,21,22,1.072157,1.3073902,0.563387,0.848242
code,21,23,1.032296,1.9324949,0.773404,0.741986
code,22,0,1.074244,1.1979208,0.415581,0.905977
code,22,1,1.319083,1.725642,0.71534,0.808238
code,22,2,1.103608,1.4787272,0.598568,0.833771
code,22,3,0.673916,0.4086781,0.16607,0.971395
code,22,4,0.573112,0.3561648,0.129416,0.979039
code,22,5,0.839246,0.8040016,0.321575,0.923582
code,22,6,1.155453,1.5751806,0.509015,0.885346
code,22,7,1.191778,1.6683269,0.617697,0.842979
code,22,8,1.199211,2.4384384,1.124751,0.662251
code,22,9,0.688504,0.4274186,0.158096,0.974761
code,22,10,0.642481,0.4837253,0.170596,0.968596
code,22,11,0.75108,0.4687992,0.195047,0.965309
code,22,12,1.357416,1.6305059,0.711218,0.815057
code,22,13,1.297936,1.6872816,0.539792,0.876691
code,22,14,1.262257,2.6542127,1.046875,0.688319
code,22,15,0.743798,0.679629,0.568572,0.795513
code,22,16,0.64852,1.1629732,0.679096,0.736419
code,22,17,0.723476,1.4193248,0.619241,0.788794
code,22,18,0.865115,0.6888131,0.224771,0.960644
code,22,19,1.151235,0.9104671,0.315889,0.944219
code,22,20,1.244715,1.3270365,0.479941,0.889747
code,22,21,0.926709,0.950163,0.396456,0.903645
code,22,22,0.813446,0.7285218,0.38233,0.892216
code,22,23,0.84522,0.8905356,0.40022,0.885587
code,23,0,0.877027,1.1770835,1.062377,0.568572
code,23,1,1.483299,2.3807333,0.89522,0.776001
code,23,2,0.714772,1.4883436,0.994927,0.540234
code,23,3,1.364489,1.5509399,0.653997,0.84158
code,23,4,1.291037,1.6425476,0.645764,0.828187
code,23,5,1.16017,1.1307521,0.470313,0.883589
code,23,6,1.371732,1.4727384,0.475838,0.90424
code,23,7,1.278165,1.458416,0.496834,0.889475
code,23,8,1.499328,2.6843958,0.887704,0.778722
code,23,9,1.085438,0.9701756,0.345353,0.930978
code,23,10,1.185481,1.6606355,0.705544,0.802291
code,23,11,0.889666,0.7274171,0.23608,0.958341
code,23,12,1.148295,1.50202,0.453202,0.894697
code,23,13,0.946542,1.5652888,0.763109,0.73379
code,23,14,1.129089,2.3928928,1.026889,0.676041
code,23,15,1.400961,3.0295317,0.879085,0.76676
code,23,16,1.330225,2.0093305,0.794781,0.783359
code,23,17,1.055578,2.8165188,1.238304,0.585658
code,23,18,0.661681,0.3591239,0.149477,0.975876
code,23,19,0.703233,0.4218711,0.162753,0.973586
code,23,20,1.274412,2.824419,1.138335,0.653898
code,23,21,1.160724,0.9897559,0.350428,0.934203
code,23,22,0.871186,0.6830201,0.22571,0.960994
code,23,23,1.244841,3.1236851,1.08389,0.684398
code,24,0,1.004354,0.817706,0.295051,0.943146
code,24,1,1.277119,1.3687202,0.417155,0.916024
code,24,2,1.169772,0.9924383,0.393069,0.918814
code,24,3,1.059485,1.1740248,0.409413,0.90555
code,24,4,1.051017,1.1478817,0.425377,0.903575
code,24,5,1.063454,1.6407057,0.742509,0.782609
code,24,6,1.237131,2.7677858,1.080698,0.672901
code,24,7,0.981812,1.6943107,0.708465,0.774788
code,24,8,1.27131,2.2119827,0.931411,0.709184
code,24,9,1.391802,2.7599924,0.90779,0.75482
code,24,10,1.181535,3.687578,1.367242,0.604324
code,24,11,1.211602,1.8597908,1.034537,0.652268
code,24,12,0.967997,3.4212465,1.275018,0.554294
code,24,13,1.110651,0.9495281,0.330913,0.936694
code,24,14,1.056699,0.8624883,0.298974,0.944928
code,24,15,1.111607,1.5752158,0.534972,0.854405
code,24,16,1.558916,2.3817711,0.801728,0.810953
code,24,17,1.192058,1.2073985,0.450828,0.903308
code,24,18,1.1432,0.8546548,0.342531,0.934733
code,24,19,0.853911,0.6185825,0.221719,0.959466
code,24,20,1.17884,0.984004,0.382184,0.923322
code,24,21,0.661839,1.5498586,0.797206,0.659612
code,24,22,1.182786,1.8290291,0.989054,0.685086
code,24,23,1.093263,1.346087,0.559652,0.847113
code,25,0,0.827656,0.6130852,0.216934,0.961135
code,25,1,0.898486,0.599729,0.240741,0.956901
code,25,2,0.825407,0.7687957,0.297371,0.92701
code,25,3,0.843795,0.4855113,0.216888,0.962334
code,25,4,0.826604,0.55372,0.19682,0.96764
code,25,5,0.961863,0.9195751,0.310289,0.934881
code,25,6,0.987527,2.7670708,1.219832,0.570191
code,25,7,0.97968,2.3980088,1.073616,0.569692
code,25,8,0.988158,2.6986709,1.299226,0.557699
code,25,9,0.730806,0.5487229,0.188989,0.966167
code,25,10,0.793311,0.5374067,0.189931,0.968351
code,25,11,0.667166,0.6214017,0.188894,0.961562
code,25,12,1.228503,1.0897725,0.417997,0.91369
code,25,13,1.112703,1.0741029,0.360761,0.929244
code,25,14,1.1608,0.9943783,0.3447,0.935199
code,25,15,1.193798,2.0364618,0.657251,0.833857
code,25,16,1.229793,1.7158803,0.618189,0.84642
code,25,17,1.241218,1.6120877,0.650037,0.834918
code,25,18,0.42098,0.462189,0.63118,0.701569
code,25,19,0.388894,0.522455,0.691905,0.668764
code,25,20,0.716141,0.6555248,0.572914,0.798122
code,25,21,1.456961,1.5595317,0.550506,0.883695
code,25,22,1.449514,3.0673676,1.084652,0.7032
code,25,23,0.783804,3.4062757,1.549196,0.447794
code,26,0,1.216197,2.8098941,1.105798,0.638025
code,26,1,0.828915,2.6234968,1.337426,0.493727
code,26,2,1.116822,2.6387701,1.227731,0.599259
code,26,3,1.292733,2.262953,0.891548,0.733782
code,26,4,1.401921,2.2646222,0.718635,0.806693
code,26,5,1.148157,1.2196493,0.502952,0.862347
code,26,6,1.336545,2.7001553,1.125763,0.663236
code,26,7,0.827943,2.8864789,1.393347,0.514426
code,26,8,1.335511,1.7445731,0.787489,0.789588
code,26,9,1.347351,1.4003197,0.554068,0.87511
code,26,10,1.389848,1.6526773,0.604138,0.86255
code,26,11,1.444622,2.2518094,0.82392,0.796719
code,26,12,1.067703,3.1471448,1.312188,0.589188
code,26,13,0.972733,1.7394898,1.002316,0.653193
code,26,14,0.53592,5.1786408,1.784787,0.382343
code,26,15,1.352179,1.5024027,0.477733,0.902844
code,26,16,1.271934,1.4828765,0.618551,0.841827
code,26,17,1.311465,2.3054101,1.080948,0.658901
code,26,18,1.147068,1.8515041,1.071484,0.621573
code,26,19,0.991516,2.4494843,1.162016,0.571677
code,26,20,1.026664,3.4120681,1.357741,0.548088
code,26,21,1.17094,1.039271,0.425605,0.907228
code,26,22,1.054804,1.0745511,0.351868,0.928699
code,26,23,1.353585,1.500608,0.625474,0.850693
code,27,0,1.020279,1.9569892,1.095649,0.600229
code,27,1,0.852965,1.8720217,0.919709,0.633926
code,27,2,1.02175,1.4682183,0.725087,0.758724
code,27,3,1.299691,2.5426817,1.134953,0.647638
code,27,4,0.918484,1.6569146,1.258931,0.52639
code,27,5,0.938092,3.2609446,1.379592,0.518804
code,27,6,0.621006,0.4880325,0.707396,0.704335
code,27,7,0.898199,0.9404691,0.849178,0.682042
code,27,8,1.057485,1.4383857,0.648151,0.803783
code,27,9,1.242745,2.4050512,1.162674,0.639955
code,27,10,1.634356,2.7818396,0.835119,0.806317
code,27,11,0.695157,0.5696723,0.337652,0.908964
code,27,12,1.186043,1.1567447,0.486169,0.888383
code,27,13,1.314905,1.3338983,0.428376,0.916043
code,27,14,1.143538,1.1888233,0.429203,0.90603
code,27,15,1.305013,1.5511858,0.631379,0.843279
code,27,16,1.087284,0.8293452,0.326851,0.939421
code,27,17,1.579074,2.2162621,0.687198,0.850342
code,27,18,0.626499,1.1529357,0.881243,0.594796
code,27,19,1.177729,1.6484675,0.815889,0.748543
code,27,20,0.929725,1.4786376,0.912798,0.637768
code,27,21,1.027321,3.7393045,1.345334,0.575376
code,27,22,1.495836,2.3884287,0.955794,0.756554
code,27,23,1.236287,2.708528,1.126416,0.665074
reasoning,0,0,0.905178,1.6139985,0.689047,0.774997
reasoning,0,1,0.625295,1.6226652,1.010641,0.599796
reasoning,0,2,0.519559,0.3301944,0.206908,0.948079
reasoning,0,3,1.027244,1.5272776,0.627885,0.829353
reasoning,0,4,1.015952,1.1443108,0.569564,0.845654
reasoning,0,5,0.864762,1.2967582,0.664387,0.776808
reasoning,0,6,1.313525,2.4461057,1.105239,0.695812
reasoning,0,7,0.818976,3.5009685,1.410525,0.495944
reasoning,0,8,1.190959,2.6253729,1.111624,0.676642
reasoning,0,9,0.557941,0.9709255,0.228712,0.945981
reasoning,0,10,0.522418,0.8448027,0.253445,0.931191
reasoning,0,11,0.574258,0.517444,0.270782,0.929613
reasoning,0,12,1.017066,1.134783,0.559571,0.835898
reasoning,0,13,1.289737,2.7586596,1.113559,0.699977
reasoning,0,14,1.374711,3.1270735,1.181811,0.679419
reasoning,0,15,0.516774,4.2797585,1.681038,0.392039
reasoning,0,16,1.293774,1.7156825,0.557806,0.876536
reasoning,0,17,0.903697,3.7874148,1.365278,0.55796
reasoning,0,18,1.043133,2.418808,0.937842,0.709786
reasoning,0,19,0.965982,2.3599141,0.982979,0.681779
reasoning,0,20,1.115244,2.214174,0.953476,0.717802
reasoning,0,21,0.339185,1.1009023,0.59856,0.809447
reasoning,0,22,0.000136,5.4e-06,1.1e-05,0.999999
reasoning,0,23,0.00579,0.0008442,0.000675,0.999934
reasoning,1,0,1.205127,1.6894758,0.607407,0.841007
reasoning,1,1,1.101981,1.5624925,0.723267,0.784407
reasoning,1,2,1.205914,1.2120587,0.434047,0.909528
reasoning,1,3,0.648353,0.5473727,0.273556,0.92173
reasoning,1,4,0.685162,0.708083,0.274087,0.925181
reasoning,1,5,0.665316,0.5064613,0.221073,0.948614
reasoning,1,6,1.402351,3.3175387,1.074579,0.730058
reasoning,1,7,1.197837,1.119559,0.356401,0.934795
reasoning,1,8,1.076909,2.1303709,0.895113,0.729019
reasoning,1,9,1.325052,1.6997684,0.549437,0.883295
reasoning,1,10,0.674538,0.4922194,0.275274,0.926336
reasoning,1,11,0.763345,0.5055642,0.20145,0.963447
reasoning,1,12,0.781941,0.8708742,0.47191,0.852896
reasoning,1,13,1.021976,1.2638121,0.529585,0.857641
reasoning,1,14,0.717457,0.8613942,0.389747,0.871662
reasoning,1,15,0.546913,1.0707884,0.792702,0.659105
reasoning,1,16,1.0648,2.1091943,0.775578,0.775812
reasoning,1,17,0.666731,0.5740534,0.338505,0.890909
reasoning,1,18,0.803652,0.7357785,0.454109,0.866507
reasoning,1,19,0.740518,0.7575681,0.485927,0.848336
reasoning,1,20,0.722732,0.7310656,0.285026,0.92703
reasoning,1,21,1.360281,3.491395,1.142563,0.692516
reasoning,1,22,1.068336,1.8494537,0.670456,0.783868
reasoning,1,23,1.227219,1.3780335,0.593671,0.848764
reasoning,2,0,0.81751,0.6175517,0.241123,0.952889
reasoning,2,1,0.602453,0.3876491,0.144735,0.97551
reasoning,2,2,0.889863,0.7909002,0.321611,0.92411
reasoning,2,3,1.606153,1.8924896,0.701861,0.849422
reasoning,2,4,1.025344,0.7246673,0.268072,0.954105
reasoning,2,5,1.31374,1.8522655,0.767057,0.80076
reasoning,2,6,0.645685,0.7036275,0.242983,0.938217
reasoning,2,7,0.663396,0.574679,0.188279,0.964233
reasoning,2,8,0.876079,0.763347,0.260417,0.95032
reasoning,2,9,0.941137,0.710211,0.365733,0.914261
reasoning,2,10,0.693226,0.5056708,0.181389,0.967913
reasoning,2,11,0.656196,0.6623816,0.203917,0.958552
reasoning,2,12,0.935625,0.9107166,0.287201,0.943818
reasoning,2,13,0.914592,0.9345808,0.289857,0.943547
reasoning,2,14,1.555805,1.9284631,0.654162,0.85981
reasoning,2,15,0.199328,0.2031454,0.063997,0.985147
reasoning,2,16,0.119159,0.0744453,0.026489,0.995617
reasoning,2,17,0.36051,0.3008193,0.105209,0.979172
reasoning,2,18,1.250058,1.5372206,0.503712,0.888555
reasoning,2,19,0.508563,0.3835007,0.200141,0.942206
reasoning,2,20,0.801697,0.8412558,0.290045,0.930335
reasoning,2,21,0.977863,1.019734,0.367113,0.91343
reasoning,2,22,1.219603,1.343161,0.434281,0.911967
reasoning,2,23,1.033105,0.9566839,0.503134,0.855822
reasoning,3,0,1.298474,1.6828802,0.641684,0.846937
reasoning,3,1,0.845695,0.709275,0.276668,0.943873
reasoning,3,2,1.126072,1.7512426,0.580508,0.851848
reasoning,3,3,0.646666,0.5709101,0.182133,0.965244
reasoning,3,4,0.888713,0.7691326,0.26578,0.948849
reasoning,3,5,0.919632,1.0658092,0.3267,0.928214
reasoning,3,6,1.16299,1.3219104,0.548501,0.86292
reasoning,3,7,0.975932,1.026199,0.405355,0.902227
reasoning,3,8,0.982724,0.9608013,0.408878,0.903526
reasoning,3,9,0.980623,1.231792,0.556964,0.849447
reasoning,3,10,0.90716,0.7736387,0.341984,0.915979
reasoning,3,11,1.157196,1.381373,0.46674,0.89423
reasoning,3,12,0.877178,1.0221931,0.425445,0.891504
reasoning,3,13,0.803574,0.9841825,0.387965,0.896937
reasoning,3,14,0.903396,1.1988225,0.542268,0.84212
reasoning,3,15,1.057607,0.8571556,0.294023,0.948371
reasoning,3,16,1.554165,2.634964,0.973886,0.761873
reasoning,3,17,1.310915,1.3869672,0.551389,0.87404
reasoning,3,18,1.130671,1.5817147,0.535244,0.865623
reasoning,3,19,0.964821,0.8369091,0.323897,0.932942
reasoning,3,20,0.861448,0.5902901,0.297352,0.935346
reasoning,3,21,1.383035,1.9941562,0.815956,0.797008
reasoning,3,22,1.271912,2.6604512,0.833283,0.790841
reasoning,3,23,1.183182,2.2326822,0.944641,0.71405
reasoning,4,0,1.364712,1.5715913,0.532316,0.889952
reasoning,4,1,1.175009,1.6463152,0.506007,0.886306
reasoning,4,2,1.091691,1.08776,0.379851,0.925161
reasoning,4,3,1.311458,1.7153579,0.525786,0.885146
reasoning,4,4,1.192256,2.0793626,0.839547,0.750896
reasoning,4,5,1.305567,1.7462488,0.819988,0.778047
reasoning,4,6,1.376668,2.6610861,0.896367,0.763932
reasoning,4,7,1.488499,2.5898693,0.77225,0.814343
reasoning,4,8,1.296336,1.5157235,0.732466,0.803652
reasoning,4,9,0.880143,1.6365122,0.573846,0.832597
reasoning,4,10,1.177948,1.7651188,0.768979,0.774711
reasoning,4,11,0.839927,1.3302524,0.545713,0.826525
reasoning,4,12,1.235142,1.4031384,0.668746,0.822528
reasoning,4,13,1.077961,2.0566683,0.6779,0.811847
reasoning,4,14,0.476325,0.6107585,0.323102,0.872094
reasoning,4,15,1.420134,1.6189831,0.536808,0.886972
reasoning,4,16,0.807574,0.5499691,0.223825,0.959319
reasoning,4,17,1.244905,1.550514,0.539884,0.873671
reasoning,4,18,1.236898,1.7038572,0.611975,0.848323
reasoning,4,19,1.090584,2.560643,0.870599,0.74842
reasoning,4,20,1.280688,2.090466,0.792253,0.778203
reasoning,4,21,0.41692,0.2844216,0.098097,0.983387
reasoning,4,22,0.55056,0.3811165,0.135731,0.976561
reasoning,4,23,1.183709,1.3724097,0.488145,0.884679
reasoning,5,0,1.082604,1.0976663,0.351593,0.930323
reasoning,5,1,1.139331,1.2275734,0.469203,0.890994
reasoning,5,2,1.315149,2.2778759,0.784683,0.777056
reasoning,5,3,1.151772,2.2945681,0.844398,0.761484
reasoning,5,4,1.057641,2.2404456,0.89164,0.72834
reasoning,5,5,1.249125,1.7576047,0.640309,0.849445
reasoning,5,6,0.40519,0.2678502,0.102817,0.981371
reasoning,5,7,0.169088,0.1126544,0.037154,0.993792
reasoning,5,8,0.92338,0.785934,0.407392,0.900154
reasoning,5,9,1.082761,2.6931925,0.884291,0.734075
reasoning,5,10,0.948722,2.0468459,0.775903,0.757771
reasoning,5,11,1.277756,2.0429707,0.82398,0.777427
reasoning,5,12,1.101868,2.5782106,1.238512,0.601316
reasoning,5,13,1.164693,2.2737024,0.975575,0.701495
reasoning,5,14,1.178879,2.4210815,1.020308,0.671357
reasoning,5,15,0.871428,0.5414389,0.223287,0.961785
reasoning,5,16,1.033458,0.9857081,0.328148,0.935255
reasoning,5,17,1.278271,1.5335854,0.618837,0.834353
reasoning,5,18,1.430564,2.0563445,0.661512,0.848312
reasoning,5,19,1.506285,1.8855197,0.740639,0.826007
reasoning,5,20,1.334948,2.3906503,0.856053,0.787455
reasoning,5,21,1.2568,2.2060735,0.995502,0.711575
reasoning,5,22,1.169502,1.1491604,0.39248,0.920977
reasoning,5,23,0.944334,1.7907969,0.856111,0.725829
reasoning,6,0,1.271067,1.7227368,0.656646,0.840939
reasoning,6,1,0.906569,0.7985809,0.318337,0.934356
reasoning,6,2,1.202007,2.0502553,0.773116,0.774144
reasoning,6,3,1.264052,2.8841603,1.125346,0.672465
reasoning,6,4,1.103184,2.4892366,1.079499,0.669791
reasoning,6,5,1.067271,2.4753289,0.888139,0.740873
reasoning,6,6,1.14485,1.2534533,0.596476,0.850545
reasoning,6,7,0.999462,1.2258514,0.668234,0.795237
reasoning,6,8,1.163937,1.8429978,0.744891,0.782917
reasoning,6,9,1.020298,2.3600814,1.047696,0.653255
reasoning,6,10,1.410506,2.5997677,0.848349,0.794384
reasoning,6,11,1.251721,1.864363,0.853258,0.770453
reasoning,6,12,1.059978,1.3809303,0.59099,0.840081
reasoning,6,13,1.331661,1.7956516,0.668863,0.835228
reasoning,6,14,1.07685,1.4068284,0.752041,0.751488
reasoning,6,15,1.065583,3.0899513,1.308312,0.589193
reasoning,6,16,1.125608,2.8152518,1.255304,0.620417
reasoning,6,17,0.855849,1.8184478,0.879848,0.705967
reasoning,6,18,1.086643,0.8829508,0.315143,0.942173
reasoning,6,19,0.628508,0.4042665,0.146668,0.976162
